fk_table,fk_name,fk_column,key_seq,pk_schema,pk_table,pk_column,update_rule,delete_rule
"SFDEPTARCCON","SFDEPFKARCCONARCDEF","CODIGOARCHIVODEFINICION","1","SMXFINANC","SFDEPTARCDEF","CODIGOARCHIVODEFINICION","3","3"
"SFDEPTARCDEF","SFDEPFKARCDEFCIELOC","CODIGOCIERRELOCAL","1","SMXFINANC","SFDEPTCIELOC","CODIGOCIERRELOCAL","3","0"
"SFDEPTARQDEP","SFDEPFKARQDEPCATVALTIP","CODIGOCATALOGOVALORARQUEO","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTARQDEP","SCTMBTFKARQDEPPKCATALOGOVALOR","CODIGOCATALOGOVALORESTADOARQUEO","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTARQDEP","SFDEPFKARQDEPCATVALTIPMON","CODIGOCATALOGOVALORMONEDA","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTARQDEP","SCTMBTFKARQDEPPKCATALOGOVALOR","CODIGOCATALOGOTIPOESTADOARQUEO","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTARQDEP","SFDEPFKARQDEPCATVALTIPMON","CODIGOCATALOGOTIPOMONEDA","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTARQDEP","SFDEPFKARQDEPCATVALTIP","CODIGOCATALOGOTIPOARQUEO","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTARQDEPACTA","SFDEPFKARQDEPACTAARQDEP","CODIGOARQUEODEPOSITO","1","SMXFINANC","SFDEPTARQDEP","CODIGOARQUEODEPOSITO","3","3"
"SFDEPTARQDEPBIT","SFDEPFKARQDEPBITARQDEP","CODIGOARQUEODEPOSITO","1","SMXFINANC","SFDEPTARQDEP","CODIGOARQUEODEPOSITO","3","3"
"SFDEPTARQDEPDET","SFDEPFKARQDEPDETARQDEP","CODIGOARQUEODEPOSITO","1","SMXFINANC","SFDEPTARQDEP","CODIGOARQUEODEPOSITO","3","3"
"SFDEPTARQDEPDET","SFDEPFKARQDEPDETCATVALTIPPAQ","CODIGOCATALOGOVALORPAQUETEARQUEODET","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTARQDEPDET","SFDEPFKARQDEPDETCATVALMON","CODIGOCATALOGOVALORMONEDA","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTARQDEPDET","SFDEPFKARQDEPDETCATVALTIPPAQ","CODIGOCATALOGOTIPOPAQUETEARQUEODET","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTARQDEPDET","SFDEPFKARQDEPDETCATVALMON","CODIGOCATALOGOTIPOMONEDA","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTARQDEPFON","SFDEPFKARQDEPFONARQDEP","CODIGOARQUEODEPOSITO","1","SMXFINANC","SFDEPTARQDEP","CODIGOARQUEODEPOSITO","3","3"
"SFDEPTARQDEPFON","SFDEPFKARQDEPFONCATVALPAQ","CODIGOCATALOGOVALORPFONDO","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTARQDEPFON","SFDEPFKARQDEPFONCATVALPAQ","CODIGOCATALOGOTIPOFONDO","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXADM","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXADM","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXBI","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXBI","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXB2B","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXB2B","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALCATTIP","CODIGOCATALOGOTIPO","1","SMXB2B","SSPCOTCATALOGOTIPO","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXCORP","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXCORP","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALCATTIP","CODIGOCATALOGOTIPO","1","SMXCORP","SSPCOTCATALOGOTIPO","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXCRM","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXCRM","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXFACT","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXFACT","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXFINANC","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXFINANC","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALCATVAL","CODIGOCATALOGOVALORPADRE","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTCATVAL","SFDEPFKCATVALCATVAL","CODIGOCATALOGOTIPOPADRE","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCATVAL","SFDEPFKCATVALCATTIP","CODIGOCATALOGOTIPO","1","SMXFINANC","SSPCOTCATALOGOTIPO","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXICORP","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXICORP","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXIDOCELE","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXIDOCELE","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXIMP","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXIMP","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXINMO","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXINMO","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXJARIMBA","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXJARIMBA","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXMBASE","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXMBASE","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXMCLUB","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXMCLUB","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXOFETRA","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXOFETRA","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALCATTIP","CODIGOCATALOGOTIPO","1","SMXOFETRA","SSPCOTCATALOGOTIPO","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXPCEL","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXPCEL","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXSIC","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXSIC","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALCATTIP","CODIGOCATALOGOTIPO","1","SMXSIC","SSPCOTCATALOGOTIPO","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXSISCO","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXSISCO","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALCATTIP","CODIGOCATALOGOTIPO","1","SMXSISCO","SSPCOTCATALOGOTIPO","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXSISEG","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXSISEG","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXVPI","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXVPI","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERMOD","USUARIOMODIFICACION","1","SMXWRT","KSSEGTUSER","USERID","3","0"
"SFDEPTCATVAL","SFDEPFKCATVALUSERREG","USUARIOREGISTRO","1","SMXWRT","KSSEGTUSER","USERID","3","0"
"SFDEPTCIELOC","SFDEPFKCIELOCCATVALTIPMON","CODIGOCATALOGOVALORMONEDA","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTCIELOC","SFDEPFKCIELOCCATVALESTCIE","CODIGOCATALOGOVALORESTADOCIERRE","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTCIELOC","SFDEPFKCIELOCCATVALESTCIE","CODIGOCATALOGOTIPOESTADOCIERRE","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCIELOC","SFDEPFKCIELOCCATVALTIPMON","CODIGOCATALOGOTIPOMONEDA","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCIELOC","SFDEPFKCIELOCINTVEN","CODIGOINTEGRACIONVENTA","1","SMXFINANC","SFDEPTINTVEN","CODIGOINTEGRACIONVENTA","3","3"
"SFDEPTCIELOCCAJ","SFDEPFKCIELOCCAJCATVALESTDES","CODIGOCATALOGOVALORESTADODESCUENTO","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTCIELOCCAJ","SFDEPFKCIELOCCAJCATVALESTREV","CODIGOCATALOGOVALORESTADOREVISION","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTCIELOCCAJ","SFDEPFKCIELOCCAJCATVALESTDES","CODIGOCATALOGOTIPOESTADODESCUENTO","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCIELOCCAJ","SFDEPFKCIELOCCAJCATVALESTREV","CODIGOCATALOGOTIPOESTADOREVISION","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCIELOCCAJ","SFDEPFKCIELOCCAJCIELOC","CODIGOCIERRELOCAL","1","SMXFINANC","SFDEPTCIELOC","CODIGOCIERRELOCAL","3","3"
"SFDEPTCLOSLOCDOCSUPPORT","SFDEPFKCLOSLOCDOCSUPPORTCATVAL","CODECATALOGVALUEDOCUMENT","1","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOVALOR","3","3"
"SFDEPTCLOSLOCDOCSUPPORT","SFDEPFKCLOSLOCDOCSUPPORTCATVAL","CODECATALOGTYPEDOCUMENT","2","SMXFINANC","SFDEPTCATVAL","CODIGOCATALOGOTIPO","3","3"
"SFDEPTCLOSLOCDOCUMENT","SFDEPFKCLOSLOCDOCUMENTCIELOC","LOCALCLOSINGCODE","1","SMXFINANC","SFDEPTCIELOC","CODIGOCIERRELOCAL","3","3"
"SFDEPTCLOSLOCDOCUMENT","SFDEPFKCLOSLOCDOCUMENTCIELOCCAJERO","CODECLOSETHECAJERO","1","SMXFINANC","SFDEPTCIELOCCAJ","CODIGOCIERRELOCALCAJERO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXADM","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXADM","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXADM","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXADM","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXBI","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXBI","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXBI","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXBI","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXB2B","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXB2B","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXB2B","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXB2B","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXCORP","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXCORP","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXCORP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXCORP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXCRM","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXCRM","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXFACT","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXFACT","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXFACT","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXFACT","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXFINANC","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXFINANC","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXFINANC","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXFINANC","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXICORP","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXICORP","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXICORP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXICORP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXIDOCELE","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXIDOCELE","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXIDOCELE","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXIDOCELE","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXIMP","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXIMP","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXIMP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXIMP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXINMO","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXINMO","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXINMO","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXINMO","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXJARIMBA","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXJARIMBA","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXMBASE","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXMBASE","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXMBASE","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXMBASE","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXMCLUB","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXMCLUB","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXMCLUB","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXMCLUB","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXOFETRA","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXOFETRA","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXOFETRA","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXOFETRA","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXPCEL","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXPCEL","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXSIC","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXSIC","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXSIC","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXSIC","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXSISCO","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXSISCO","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXSISCO","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXSISCO","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXSISEG","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXSISEG","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXSISEG","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXSISEG","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXVPI","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXVPI","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXVPI","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXVPI","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERMOD","USUARIOMODIFICACION","1","SMXWRT","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCUSERREG","USUARIOREGISTRO","1","SMXWRT","KSSEGTUSER","USERID","3","0"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOCOMPANIA","1","SMXWRT","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFDEPTCONLOC","SFDEPFKCONLOCARETRA","CODIGOAREATRABAJO","2","SMXWRT","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXADM","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXADM","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXBI","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXBI","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXB2B","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXB2B","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXCORP","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXCORP","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERMOD","USUARIOMODIFICACION","1","SMXCRM","KSSEGTUSER","USERID","3","0"
"SFDEPTFORPAG","SFDEPFKFORPAGUSERREG","USUARIOREGISTRO","1","SMXCRM","KSSEGTUSER","USERID","3","0"
