fk_table,fk_name,fk_column,key_seq,pk_schema,pk_table,pk_column,update_rule,delete_rule
"SFSCTTCUOPORCOB","SFSCTRFKCUOPORCOBPKCODINSTAR","CODIGOPROCESADORA","1","SMXCORP","SSPCOTINSTITUCIONTARJETA","CODIGOINSTITUCIONTARJETA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXFACT","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXFACT","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXFINANC","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXFINANC","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOPORCOBPKCODINSTAR","CODIGOPROCESADORA","1","SMXFINANC","SSPCOTINSTITUCIONTARJETA","CODIGOINSTITUCIONTARJETA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXICORP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXICORP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXIDOCELE","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXIDOCELE","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXIMP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXIMP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXINMO","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXINMO","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXMBASE","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXMBASE","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXMCLUB","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXMCLUB","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXOFETRA","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXOFETRA","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXSIC","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXSIC","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOPORCOBPKCODINSTAR","CODIGOPROCESADORA","1","SMXSIC","SSPCOTINSTITUCIONTARJETA","CODIGOINSTITUCIONTARJETA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXSISCO","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXSISCO","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXSISEG","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXSISEG","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXVPI","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXVPI","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOCOMPANIA","1","SMXWRT","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORCOB","SFSCTRFKCUOTAPORCOBRARPKAREATRA","CODIGOLOCAL","2","SMXWRT","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXADM","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXADM","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXBI","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXBI","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXB2B","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXB2B","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXCORP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXCORP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOPORCOBRECAPPKCODINSTAR","CODIGOPROCESADORA","1","SMXCORP","SSPCOTINSTITUCIONTARJETA","CODIGOINSTITUCIONTARJETA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXFACT","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXFACT","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXFINANC","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXFINANC","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOPORCOBRECAPPKCODINSTAR","CODIGOPROCESADORA","1","SMXFINANC","SSPCOTINSTITUCIONTARJETA","CODIGOINSTITUCIONTARJETA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXICORP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXICORP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXIDOCELE","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXIDOCELE","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXIMP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXIMP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXINMO","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXINMO","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXMBASE","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXMBASE","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXMCLUB","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXMCLUB","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXOFETRA","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXOFETRA","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXSIC","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXSIC","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOPORCOBRECAPPKCODINSTAR","CODIGOPROCESADORA","1","SMXSIC","SSPCOTINSTITUCIONTARJETA","CODIGOINSTITUCIONTARJETA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXSISCO","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXSISCO","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXSISEG","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXSISEG","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXVPI","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXVPI","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOCOMPANIA","1","SMXWRT","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFSCTTCUOPORRECAP","SFSCTRFKCUOTAPORCOBRARRECAPPKAREATRA","CODIGOLOCAL","2","SMXWRT","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFSCTTCUOTA","SFSCTRFKCUOPKVEN","CODIGOVENTA","1","SMXFINANC","SFSCTTVENTA","CODIGOVENTA","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXADM","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXADM","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXBI","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXBI","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXB2B","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXB2B","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXCORP","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXCORP","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXCRM","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXCRM","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXFACT","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXFACT","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXFINANC","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXFINANC","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKVENSER","CODIGOVENTASERVICIO","1","SMXFINANC","SFSCTTVENTASERVICIO","CODIGOVENTASERVICIO","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXICORP","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXICORP","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXIDOCELE","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXIDOCELE","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXIMP","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXIMP","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXINMO","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXINMO","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXJARIMBA","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXJARIMBA","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXMBASE","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXMBASE","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXMCLUB","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXMCLUB","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXOFETRA","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXOFETRA","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXPCEL","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXPCEL","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXSIC","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXSIC","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXSISCO","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXSISCO","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXSISEG","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXSISEG","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXVPI","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXVPI","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSEM","USUARIOMODIFICACION","1","SMXWRT","KSSEGTUSER","USERID","3","3"
"SFSCTTCUOTASERVICIO","SFSCTRFKCUOSERPKUSER","USUARIOREGISTRO","1","SMXWRT","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXADM","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXADM","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXBI","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXBI","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXB2B","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXB2B","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXCORP","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXCORP","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXCRM","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXCRM","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXFACT","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXFACT","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXFINANC","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXFINANC","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKCUOSER","CODIGOCUOTASERVICIO","1","SMXFINANC","SFSCTTCUOTASERVICIO","CODIGOCUOTASERVICIO","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKPAGSER","CODIGOPAGOSERVICIO","1","SMXFINANC","SFSCTTPAGOSERVICIO","CODIGOPAGOSERVICIO","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXICORP","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXICORP","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXIDOCELE","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXIDOCELE","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXIMP","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXIMP","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXINMO","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXINMO","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXJARIMBA","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXJARIMBA","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXMBASE","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXMBASE","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXMCLUB","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXMCLUB","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXOFETRA","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXOFETRA","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXPCEL","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXPCEL","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXSIC","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXSIC","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXSISCO","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSER","USUARIOREGISTRO","1","SMXSISCO","KSSEGTUSER","USERID","3","3"
"SFSCTTDETCONVENPAG","SFSCTRFKDETCONVENPAGPKUSEM","USUARIOMODIFICACION","1","SMXSISEG","KSSEGTUSER","USERID","3","3"
